id,year,notary,rollo,image_num,text_original,label_primary,label_extended,wikidata_uri
80,1653,Esteban Agreda de Vergara,38,31,pidan sehagan de contrario ydi fiera enellos los casos q convenga autuen y prosesen y concluyanlas causas pidan.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160
81,1653,Esteban Agreda de Vergara,38,31,Eoyr sentençia o sentençias ynterlo cutorias ydi finitivas en mi favor dadas consientan ydelas deen contrario o agravio apeleny suplique digan denulidad ysinganlas apela çiones y suplicaçiones dondeycondro devan.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160
82,1653,Esteban Agreda de Vergara,38,32,yfinal mente hagan todos los otros autos ydiligençias judiçiales yestrajudiçiales que convengan deshazer hastaquelos dhos pleytos yco branzas tengan cun plido efecto.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160
83,1653,Esteban Agreda de Vergara,38,32,ylo que co braren hagan mi horden dello quepara todo ylo dependiente les doy poder cumplido conli bre ygl admi nistraçion yfacultad desostituir en todo o en parte.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160
84,1653,Esteban Agreda de Vergara,38,32,yrrebocar en quien ylas veses queles paresiere yco brar dellos loqueco braren ydarles las dhas cartas depago.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160
85,1653,Esteban Agreda de Vergara,38,32,y ato dos rre liebo de costas.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160
86,1653,Esteban Agreda de Vergara,38,32,yasufirmesa ycumpli miento obli go mipersonaybienes avidos ypor aver.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597
87,1653,Esteban Agreda de Vergara,38,32,quees fecha en nuebedias delmes desetiembre demill yseis cientos ysin quenta ytres años.,year,year,https://www.wikidata.org/wiki/Q577
88,1653,Esteban Agreda de Vergara,38,32,siendo testigos el llsdo diego rro sendo yjuan gamiz yjuan gonsales rrelu presentes.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597
89,1653,Esteban Agreda de Vergara,38,32,eyo elpresente es crivano doy fee conosco alotorgante quelo fir mo enelrre guistro enpapel comun queesenelque sedes pacha enconformidad deloa cordado enesta rraz on.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597
90,1653,Esteban Agreda de Vergara,38,32,feliçiano detorres gernica atemy estevan agredadeverga.,Parties,Parties,https://www.wikidata.org/wiki/Q60981922
91,1653,Esteban Agreda de Vergara,38,30,consierto de unyndio llamado diego natural desta ciud con elalferez jua ximenez vzo desta ciud.,Header,Header,https://www.wikidata.org/wiki/Q1141160
92,1653,Esteban Agreda de Vergara,38,30,enlaciud delatr puerto debuenos ay res ennueve dias delmes dese tiembre demill y seis cientos ysinqta ytres años.,year,year and place,https://www.wikidata.org/wiki/Q577
93,1653,Esteban Agreda de Vergara,38,30,ante el depo sitario gl anto bernalte delinares depo sitar alcaldehor dinario enesta dha ciud ysujuridiçion porsumagd.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597
94,1653,Esteban Agreda de Vergara,38,30,ypor antemi el pre sente escrivano parecio unyndio llamado diego quedixo ser naturaldesta ciud.,Parties,Party; quality and place of residence,https://www.wikidata.org/wiki/Q114489115; https://www.wikidata.org/wiki/Q699402
95,1653,Esteban Agreda de Vergara,38,30,y desuboluntadse quiereconser tar conelalferez juanximenez que estapre sente p ar aserville tiempo deseis meses queadeenpesar a correr des dela fecha deste concierto por preçio dequatro pessos por cada mes.,Agreement,Intitulatio and length of agreement,https://www.wikidata.org/wiki/Q829903; https://www.wikidata.org/wiki/Q1671500
96,1653,Esteban Agreda de Vergara,38,30,los quales leadeservir sin aser lefallas ni ausentarse.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160
97,1653,Esteban Agreda de Vergara,38,30,ysi seausentarelo puedan traer dedonde estubiere ybuelba aservir denuebo.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160
98,1653,Esteban Agreda de Vergara,38,30,yeldho al ferezjua zime nez queesta presente aseta dho concierto yseo obliga ayrlep agado sus alario como lo fueresir viendo ydar ledecomer ycuralle ensus enfermedades y aserle buentrata miento.,Binding,Binding clause,https://www.wikidata.org/wiki/Q15725999
99,1653,Esteban Agreda de Vergara,38,30,yel dho sr al calde aprovo este concierto.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597
100,1653,Esteban Agreda de Vergara,38,30,ycadauno porlo queletoca obligaron sus per sonas ybienes deguardar cumplir yaver porfirme este consierto.,Binding,Binding clause,https://www.wikidata.org/wiki/Q15725999
101,1653,Esteban Agreda de Vergara,38,30,ydanpo der alas justas desumagd dequales quier partes quesean para queselo hagan cumplir como porsen tençia di finitiva pasada en cosajus gada.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597
102,1653,Esteban Agreda de Vergara,38,30,yrrenun cianlas leyes desufavor ylagl rrenuncia çion deleyes ysudomisilio yvesindad entesti monio de lo qual asi lo otorgaron anteeldho sr alcalde.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049
103,1653,Esteban Agreda de Vergara,38,30,yenpresençia demi elescrivano ytestigos. eyo el escrivano doyfee conos co alotorgante que lo firmo enelrreguistro.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597
104,1653,Esteban Agreda de Vergara,38,30,yeldho yndio no firmo por queno supo.,Limitation,Limitation,https://www.wikidata.org/wiki/Q105766481
105,1653,Esteban Agreda de Vergara,38,30,siendo testigos elcapnjua rramirez deorellana yjua bautista delhoyo y jua gl rrelus. presentes.,Validation,Validation,https://www.wikidata.org/wiki/Q359176
106,1653,Esteban Agreda de Vergara,38,30,quees fecho enbuenos ayres fecha utsupra.,year,year and place,https://www.wikidata.org/wiki/Q577; https://www.wikidata.org/wiki/Q98929991
107,1653,Esteban Agreda de Vergara,38,30,ba enpapel comun quees enelque sedespacha en conformidad delo acordado enesta rrazon.,Circumstance,Circumstance of the deed,https://www.wikidata.org/wiki/Q19037978
108,1653,Esteban Agreda de Vergara,38,32,poder paravender un mulato esclavo deestevan rruiz desan payo yursula peres su muger a franco rrodri gues delatorre.,Header,Header - power of attorney to sell a mulatto slave,https://www.wikidata.org/wiki/Q1141160
109,1653,Esteban Agreda de Vergara,38,32,sepan quantos esta carta depoder vieren comonos estevan rr desanpayo soldado delpresi dio desta ciud ypuerto debuenos ayres yur sula peres moran sumu ger que re mos vender un mulato jua nuestro esclavo deedad de veynte ysiete aveynte yo cho años que esta enla çiud de cordova.,Name,Notificatio. Name and place of residence of parties,https://www.wikidata.org/wiki/Q82799; https://www.wikidata.org/wiki/Q7256
110,1653,Esteban Agreda de Vergara,38,32,y yo ladha ursula peres moran pido lisençia yexpreso consenti miento aldho mi marido estavn rruiz desanpayo parajunta mente conel dar poder yhaçer yotorgar escritura so breello.,Intitulatio,Intitulatio,https://www.wikidata.org/wiki/Q178708
111,1653,Esteban Agreda de Vergara,38,32,eyo eldho estevan rruiz desanpayo doy ladhal isenç ala dha ursula perez moranmi mujer paralo que ysegun mela pide. eyo ladha ursulaperes mo ran la acepto.,Delegation,Delegation of authority,https://www.wikidata.org/wiki/Q1184072
112,1653,Esteban Agreda de Vergara,38,32,yambos ados ydella usando deman comun ycada unoyn solidum ypor eltodo.,Intitulatio,Intitulatio,https://www.wikidata.org/wiki/Q178708
113,1653,Esteban Agreda de Vergara,38,32,yrre nunciamos la autentica dedu obus rrex ylas demas quehablan so brela manco munidad que damos poder cumplido segun le ave mos tenemos afranco rro drigues delatorre vzo desta çiud que estadepartida parala ciud decordova provin çia deltucu man.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049
114,1653,Esteban Agreda de Vergara,38,32,para quepor no sotros yen nuestro nombre venda yena gene eldho mulato jua nuestro es clavo segun ycomo nos pertenese a quien qui siere ypor elpreçio y quantia depessos que qui siere ybien visto lesea.,Expositio,Expositio. Sale of mulatto slave,https://www.wikidata.org/wiki/Q2642214; https://www.wikidata.org/wiki/Q12773225
115,1653,Esteban Agreda de Vergara,38,32,yseda y rre nunçie ytras pase todo elderecho que aelte nemos ynos pertenese.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049
116,1653,Esteban Agreda de Vergara,38,32,yeldeladote yarras demi ladha ur sula peres moran.,Circumstance,Circumstance of the deed,https://www.wikidata.org/wiki/Q19037978
117,1653,Esteban Agreda de Vergara,38,32,yles dela po seçion deldho mulato jua.,Slave,Slave,https://www.wikidata.org/wiki/Q12773225
118,1653,Esteban Agreda de Vergara,38,32,ynos constituyamos sus po seedores ensunombre y conforme de clare elpreçio por quelo vendiere.,Circumstance,Circumstance of the deed,https://www.wikidata.org/wiki/Q19037978
119,1653,Esteban Agreda de Vergara,38,33,yrrenuncie sobreello laleydelhor denamento rrealde alcala dehenares quedis pone quehasta quatro años sesupla eljusto preçio dela cosa que sevende por menos delamitad delo quevale o se compra.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049
120,1653,Esteban Agreda de Vergara,38,33,y rresiva y aya yco bre elpreçio por que lo vendiere.,Circumstance,Circumstance of the deed,https://www.wikidata.org/wiki/Q19037978
121,1653,Esteban Agreda de Vergara,38,33,y decartas depago del confesando la paga caso que no paresca depresente.,Circumstance,Circumstance of the deed,https://www.wikidata.org/wiki/Q19037978
122,1653,Esteban Agreda de Vergara,38,33,yrrenunçie las leyes dela ynnumerata pecunia ylas demas quehablan so brelapaga.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049
123,1653,Esteban Agreda de Vergara,38,33,yobligue nuestras personas ybienes muebles yrraises vidos yporaver para que lo haremos sierto yseguro ydepas de qual quier demanda o ynpedi mento queleseapuesto en qual quier tiempo quenos lo noti fi quen.,Binding,Binding clause,https://www.wikidata.org/wiki/Q15725999
