id,year,notary,rollo,image_num,text_original,label_primary,label_extended,wikidata_uri,text_english,text_chinese
758,1658,Nicolas de Valdivia y Brisuela,40,234,ypo que yo tengo en my casa los dhos menores y por el mucho amor que les tengo quisiera que sus bienes fuesen a mas y que no tubiesen dy mynucion.,Scope,scope of deed,https://www.wikidata.org/wiki/Q472160,"And because I have the minor children in my house and because of the much love I have for them, I would like their assets to be more and for them not to have any lack of nutrition.",而且因为我家里有未成年的孩子，因为我对他们的爱，我希望他们的资产更多，让他们不缺乏营养。
711,1658,Nicolas de Valdivia y Brisuela,40,213,y asimesmo les doy este dho poder para que acudan segun y como yo hisiera a todos qualesquier mis negoçios pleytos y causas sibiles y criminales rs y eclesiasticas y otras negoçiçiones de qual quier jenero y naturalesa que sean sobre que se presentaran en quales quier tribunales y jusgados superiores o ynferiores asi eclesiasy ticos como seglares.,Scope,scope of deed,https://www.wikidata.org/wiki/Q472160,"and likewise I give them this power to attend as and as I would do to all my lawsuits and civil and criminal cases, ecclesiastical and other negotiations of whatever gender and nature that they are about to be presented in whatever higher or lower courts and tribunals, both ecclesiastical and secular.",同样，我赋予他们这种权力，让他们能够参加我所有的诉讼、民事和刑事案件、教会和其他谈判，无论性别和性质如何，他们将在任何高等或下级法院和法庭，无论是教会的还是世俗的。
367,1658,Nicolas de Valdivia y Brisuela,40,186,pena deperjura y caer en caso demas baler en caso que otra cosa en contrario paresiere y sola dhapena no pedire deste juramento absoluçion ny relajaçion ajuez ni prelado que con se der melo pueda.,Penalty,Penalty,https://www.wikidata.org/wiki/Q186353,penalty of perjury and fall in case otherwise baler in case something else appears to the contrary and only dhapena I will not ask for this oath absolution nor relaxation from a judge or prelate who with his or her power.,作伪证的处罚和跌倒的情况下，否则巴勒尔，如果其他事情出现相反的情况，只有德哈皮纳，我不会要求法官或主教拥有他或她的权力，宣誓赦免或放松。
286,1658,Nicolas de Valdivia y Brisuela,40,177,en rexistroy se depacha eneste papel comun por no aberlo sellado. yser en conformidad delo dispuesto sobre esta rason be en tre rs a don diego dealarcon billasenor besyno desalta. Bale.,Circumstance,Circumstance of the deed,https://www.wikidata.org/wiki/Q19037978,In rexroy it is shipped on this common paper because it has not been sealed. and be in accordance with the provisions on this reason be among them don diego dearcon billasenor besyno stands out. Bale.,在 rexroy 中，它是用这种普通纸运输的，因为它没有被密封。并根据这一原因的规定，其中唐·迭戈·迪尔孔·比拉塞诺·贝西诺脱颖而出。包。
382,1658,Nicolas de Valdivia y Brisuela,40,187,y usando detodos mis derechos acsiones llebaran asu cargo una partida de ganado bacuno que tengo abiada y dis puesta para quesebenda en el dho reyno de chile y la caballada y de mas cosas que se les entregaran.,Asset,Scope of deed; assets; cttle,https://www.wikidata.org/wiki/Q46736; https://www.wikidata.org/wiki/Q472160,"and using all my rights and actions, they will carry in their charge a consignment of cattle that I have prepared and ready to be sent to the right kingdom of Chile and the horses and other things that will be delivered to them.",并使用我的所有权利和行动，他们将负责运送我准备好的一批牛，准备送往正确的智利王国，以及将交付给他们的马匹和其他物品。
92,1653,Esteban Agreda de Vergara,38,30,enlaciud delatr puerto debuenos ay res ennueve dias delmes dese tiembre demill y seis cientos ysinqta ytres años.,year,year and place,https://www.wikidata.org/wiki/Q577,"in the city of the port of Buenos Aires, on nine days of the month of September, one thousand and six hundred and five and three years.",一千零六零五零三年九月九日，布宜诺斯艾利斯港市。
292,1658,Nicolas de Valdivia y Brisuela,40,178,y asimesmo le doy este dho poder espesial para que cobre yresiba quales quier cantidades de pesos quese deban y sean pretenesientes ala dha mi mujer por rason de herençia y patrimonio desus padres como en otra qual quier manera.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,and I also give you this special power to collect and receive whatever amounts of pesos are due and are due to my wife by reason of her parents' inheritance and patrimony as in any other way.,我还授予您这种特殊的权力，可以收集和接收由于我妻子父母的继承和遗产而应以任何其他方式支付的任何金额的比索。
749,1658,Nicolas de Valdivia y Brisuela,40,220,y caso que tal paresera quiero que por el mesmo caso sea y se entienda ser apro baçion y rebalidaçion desta dha escritura.,Binding,Binding clause,https://www.wikidata.org/wiki/Q15725999,"and if such seems to be the case, I want it to be and be understood to be approval and rebalidation of this deed.",如果情况确实如此，我希望它被理解为对这一行为的批准和重新验证。
324,1658,Nicolas de Valdivia y Brisuela,40,182,alos quales doy elpoder cumplido que de der serequiere para que cobren los dhos mis bienes y los bendan enal moneda ofuera de ella. y desu prosedido cumplan ypagen estemytesta mento todo enel contenido.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,to whom I give the completed power that is required so that the gods collect my goods and bless them in currency outside of it. and from its proceeding fulfill and pay this my will all in the content.,我给予他们所需的完整权力，以便众神收集我的货物并用其之外的货币祝福它们。并从其进行中履行并支付我的全部意愿。
806,1658,Nicolas de Valdivia y Brisuela,40,239,y aran enbargos y desenbargos priçiones solturas execuçiones bentas y remates de vienes sitaçiones enplasamientos reconbençiones y todo jenero deprueba tachas y abonos.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,"and they carry out settlements and clearances of prisons, settlements, executions, and auctions of new situations, settlements, reconnaissance, and all kinds of proof, blemishes, and credits.",他们进行监狱的结算和清理、结算、处决、拍卖新情况、结算、侦察以及各种证据、瑕疵和信用。
782,1658,Nicolas de Valdivia y Brisuela,40,236,ypara el seguro ypermanençia deste dho senso me obligo de que tendre los dhos bienes y en particular los rayses como ber da deras fincas del yniestos y bien parados desuerte que antes bayan enaumento que no en perdida ni en diminuçion alguna.,Binding,Binding clause,https://www.wikidata.org/wiki/Q15725999,and for the security and permanence of this sense I undertake that I will have the two assets and in particular the assets such as ber of the farms of the yniests and well-off of luck that before they were in increase rather than in loss or diminution.,为了这种感觉的安全性和持久性，我保证我将拥有这两项资产，特别是诸如小农农场的资产和富裕的运气之类的资产，这些资产在它们之前是增加而不是损失或减少的。
615,1658,Nicolas de Valdivia y Brisuela,40,205,siento y sinquenta cruzes decristal aocho rs cada una.,Asset,Asset; crystal crosses; price; quantity,https://www.wikidata.org/wiki/Q46737,"I feel and fifty crystal crosses, eight rs each.",我摸到了五十个水晶十字架，每个八卢比。
435,1658,Nicolas de Valdivia y Brisuela,40,191,y sanear lo no pudiere lebol bare ye restituyre los dhos quatro sientos pesos con mas las costas que sele ubieren recresido.,Binding,Binding clause,https://www.wikidata.org/wiki/Q15725999,"and clean up what I could not do, and I will restore the two four pesos plus the costs that have been incurred.",并清理我做不到的事情，我将恢复那两个四比索加上已经发生的费用。
858,1658,Nicolas de Valdivia y Brisuela,40,246,Poder el capn jua gutierres de umanes a jua antonio de arregurry.,Copete,Copete; power of attorney,https://www.wikidata.org/wiki/Q8350837,Power of Captain Jua Gutierres de Umanes to Jua Antonio de Arregurry.,胡阿·古铁雷斯·德·乌马内斯上尉对胡阿·安东尼奥·德·阿雷古里的权力。
167,1653,Esteban Agreda de Vergara,38,102,como generalmente en todos mis pleytos causas ynegoçios çeviles y criminales ecleçiasticos yseglares movidos y por mover que alpresente tengo etubiere contra quales quier personas ysus bienes ylastales contrami ylosimos.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,"As generally in all my lawsuits, civil and criminal ecclesiastical and secular cases and businesses motivated and to be moved that I currently have established against any persons and their property and against me and them.",与我所有的诉讼一样，我目前针对任何人和他们的财产以及我和他们提起的民事和刑事教会和世俗案件和企业的动机和动议。
852,1658,Nicolas de Valdivia y Brisuela,40,246,y para ello desde luego obligo mi persona y bienes abidos y por aver y me someto a los juesez y jusas del Rey nuestro sr para ser conpelido como por sentençia de juez conpetente pasada en cosa jusgada consentida y no apelada.,Binding,Binding clause,https://www.wikidata.org/wiki/Q15725999,and for this I of course bind my person and assets abido and to aver and I submit to the judges and justices of the King our sr to be summoned as by a sentence of a competent judge passed in res jusgada consented and not appealed.,为此，我当然将我的人身和财产约束在阿比多和阿比多，并且我提交给我们的国王的法官和法官传唤，因为一位合格的法官在res jusgada中通过的判决同意并且不上诉。
940,1658,Nicolas de Valdivia y Brisuela,40,249,Sepan quantos esta carta vieren como yo el doctor don manuel muños de quellar del consexo desu magd y su fiscal dela rl audiençia desantiago de chile que al presente resido en esta siud delatrinidad puerto debuenos ayres.,Circumstance,Notificatio; name; circumstance and place of residence of parties,https://www.wikidata.org/wiki/Q3053655; https://www.wikidata.org/wiki/Q104150592; https://www.wikidata.org/wiki/Q82799; https://www.wikidata.org/wiki/Q7277,"Know how many see this letter as I do, Dr. Don Manuel Muños de quellar of the council of his magd and his prosecutor of the rl audiençia desantiago of Chile who currently reside in this siud delatrinidad Puerto de Buenos Ayres.",知道有多少人像我一样看到这封信，他的法师理事会的唐·曼努埃尔·穆尼奥斯·德奎拉尔博士和智利 rl audiençia desantiago 检察官目前居住在布宜诺斯艾利斯港的 siud delatrinidad。
673,1658,Nicolas de Valdivia y Brisuela,40,210,en la siu dela trinidad puerto debuenos ayres en dies y nuebe dias del mes de maryo demil y seiscientos y sinquenta y ocho anos.,year,year and place,https://www.wikidata.org/wiki/Q577,in the siu dela trinidad port of buenos ayres on the tenth and ninth days of the month of mary one thousand and six hundred and fifty and eight years.,一千六百五十八年玛丽月十日和九日，在布宜诺斯艾利斯的特立尼达岛港口举行。
905,1653,Esteban Agreda de Vergara,38,20,yestandeorissimo par asalir yhazer viaje destedho puerto debuelta paralos rreynos deespaña.,Circumstance,circumstance of the deed,https://www.wikidata.org/wiki/Q19037978,It is very important to leave and make a trip from the port of Debuelta to the kingdoms of Spain.,从德布尔塔港出发前往西班牙王国非常重要。
172,1653,Esteban Agreda de Vergara,38,102,y quales proviçiones sobre cartas y cedulas rrealesy sensuras hasta lade anatema que hagaler y notificar donde yaquien convenga.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,and what provisions on letters and royal certificates and sensures up to the point of anathema to be read and notified where and to whom it is convenient.,以及关于信件和王室证书的哪些规定，以及在方便的地方和向谁阅读和通知直至令人厌恶的程度的规定。
285,1658,Nicolas de Valdivia y Brisuela,40,177,quepaso ante my el presente por faltade escrybano pu ny real. i doy fe conosco al otorgante que asimesmo lo firmo.,Validation,Validation,https://www.wikidata.org/wiki/Q359176,I pass before me the present for lack of writing in any real way. I attest that I know the grantor who also signed it.,由于缺乏任何真实的写作方式，我把礼物递到我面前。我证明我认识也签署该协议的授予人。
136,1653,Esteban Agreda de Vergara,38,34,yconfieso quelas cossas suso dhas ni alguna dellas no ayntervenido ni ynter bienen enestaes criptura.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597,and I confess that neither of the things you have done nor any of them have intervened or benefited this crypt.,我承认你所做的任何事情或他们所做的任何事情都没有干预或使这个地窖受益。
485,1658,Nicolas de Valdivia y Brisuela,40,194,y renuncio asimesmo la ley del engaño enencuyo testimonio otorgamos lapresente carta en esta dha siu dela trinidad puerto debuenos ayres en quinse dias del mes de abril demil y seis cientos y sinquenta y ocho anos.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049,and I also renounce the law of deception in whose testimony we grant the present letter in this dha siu of the trinidad port of buenos ayres on the fifth day of the month of April one thousand and six hundred and fifty-eight years.,我也放弃欺骗法，在他的证词中，我们于一千六百五十八年四月五日在特立尼达布宜诺斯艾利斯港的这封信上承认了这封信。
835,1658,Nicolas de Valdivia y Brisuela,40,247,Dos vestidos el uno dedamasco desseda morado y negro dedos piessas pollera yjubon este en sinquenta y tres pesos.,Asset,Asset; clothing; price; quantity,https://www.wikidata.org/wiki/Q46737,"Two dresses, one made of purple and black silk damask, with a skirt and a doublet, this one in sinquenta y tres pesos.",两件连衣裙，一件由紫色和黑色丝绸锦缎制成，配有裙子和紧身上衣，这件是 sinquenta y tres pesos 的。
898,1653,Esteban Agreda de Vergara,38,18,"todos los maravedis pessos oro plata rreales joyas esclavos mulas cavallos ganados mayores ymenores mercadurias de castilla ro delatierra yerbatabaco asucar miel yotros cuales quier bienes dequales quier generos quesean dequales, de qual quier calidad y cantidad quesean que a mi bengandirixidos consignados yque yo enbie a otras personas.",Asset,Assets; jewelry; cattle; cloth; tobacco; honey,https://www.wikidata.org/wiki/Q46737,"all maravedis weights gold silver real jewelry slaves mules horses cattle major and minor goods from castile river land yerba tobacco asucar honey and other goods of any kind, of any quality and quantity that are consigned to me and that I send to other people.",所有马拉维迪斯的重量 金银 真正的珠宝 奴隶 骡子 马 牛 来自卡斯蒂利亚河的主要和次要货物 耶尔巴 烟草 阿苏卡 蜂蜜和其他任何种类、任何质量和数量的货物，这些货物是委托给我的，也是我发送给其他人的。
79,1653,Esteban Agreda de Vergara,38,31,ylo de conrtario tacheny contradigan endhos yenpersonas hagan rre cusaçiones de jueses aseso res letrados escrivanos y otras personas yse aparten dellas ylas buelban ahaser yenmi anima qualesquier juramentos de calunia ydesisorio yotros queserre quieran disiendo verdad.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,"and in contrast, they tachen and contradict these and people make accusations against judges, lawyers, lawyers and other people and depart from them and they do well to take and encourage any oaths of slander and desisorio and others who want to tell the truth.",相反，他们坚持和反驳这些，人们对法官、律师、律师和其他人提出指控并背离他们，他们最好采取和鼓励任何诽谤和渴望以及其他想要说实话的人的誓言。
550,2024-04-29,,20,201,y asy lo otorguo siendo presentes portes tigos el alferez sebastian crespo flores procurador desta siu y ju ramires dearellano.,Validation,Validation,https://www.wikidata.org/wiki/Q359176,"And so I grant it, with Ensign Sebastian Crespo Flores, Attorney General of this Siu, and Ju Ramires Dearellano, present to you.",因此，我同意这一点，本州总检察长塞巴斯蒂安·克雷斯波·弗洛雷斯少尉和朱·拉米雷斯·迪尔埃拉诺也出席了会议。
610,1658,Nicolas de Valdivia y Brisuela,40,205,quarenta y tres sellos demarfil a dos pesos cada uno.,Asset,Asset; ivory seals; price; quantity,https://www.wikidata.org/wiki/Q46737,forty-three ivory seals at two pesos each.,四十三枚象牙印章，每枚两比索。
266,1658,Nicolas de Valdivia y Brisuela,40,176,con quales quier personas y sus bienes con que no responda ni salga a demanda nueba que en mi contra se pusiere yno ubiere sido yo sitado primero enpersona.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,with any persons and their property so that I do not respond or come forward with any new demand that is placed against me and I have not been first presented in person.,与任何人及其财产，以便我不会回应或提出针对我的任何新要求，而且我也没有首先亲自提出。
191,1653,Esteban Agreda de Vergara,38,105,ydella ussando ambos marido muger desimos que por quanto yo ladha dona estefania demena soy hija lexitima mayor dejuan demena altamirano difunto yde dona maria rromero desanta crus asimesmo difunta mispadres.,Expositio,Expositio,https://www.wikidata.org/wiki/Q2642214,"and of her using both husbands and wives, since I am Ladha Dona Estefania Demena, I am the eldest legitimate daughter of Juan Demena Altamirano, deceased, and of Dona Maria Romero desanta Crus, also deceased, of my parents.",以及她对丈夫和妻子的使用，因为我是拉达·多纳·埃斯特法尼亚·德梅纳，所以我是已故的胡安·德梅纳·阿尔塔米拉诺和我父母的已故的多纳·玛丽亚·罗梅罗·德桑塔·克鲁斯的长女。
502,1658,Nicolas de Valdivia y Brisuela,40,196,y anbos renunçiaron la ley del engano y sedieron por contentos deste trato segun y como enla presente carta secontiene y se obligan de estar y pasar portodo lo contenido.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049,and both of them renounced the law of deception and were satisfied with this treatment as and as contained in this letter and are obliged to be and go through everything contained.,他们两人都放弃了欺骗法，并对这封信中所包含的这种待遇感到满意，并且有义务接受并经历所包含的一切。
740,1658,Nicolas de Valdivia y Brisuela,40,219,y caso que le salgan tomaremos labos y defensa luego que se nos de notiçia en qualquier estado del pleyto o pleytos que assi acontesieren y los seguiremos yfeneseremos a nuestra propria costa y mención.,Penalty,Penalty,https://www.wikidata.org/wiki/Q186353,"and if they arise, we will take action and defend ourselves after we are notified of any status of the lawsuit or lawsuits that may arise and we will follow them and defend them at our own expense and mention.",如果出现这种情况，我们将在收到可能发生的诉讼的任何状态后采取行动并为自己辩护，我们将自费并提及并跟踪它们并为其辩护。
471,1658,Nicolas de Valdivia y Brisuela,40,192,Y que luego que senos de labos tomaremos en nos ladefensa y lo seguiremos yfeneseremos anuestra propia costa.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,And once we are done we will take up our defense and we will follow him and defend ourselves at our own expense.,一旦我们完成了，我们将采取我们的防御，我们将跟随他并自费保卫我们自己。
753,1658,Nicolas de Valdivia y Brisuela,40,220,ypaso ante my don nicolas debaldibia y brisuela alcalde hordinario desta dha siu por su mag por falta de escribano pu ny rl.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597,And I pass before my Don Nicolas Debaldibia and Brisuela Hordinario Mayor of this dha siu for his mag due to lack of notary pu ny rl.,由于缺乏公证人，我在我的 Don Nicolas Debaldibia 和 Brisuela Hordinario 市长面前经过，因为他的杂志缺乏公证人。
335,1658,Nicolas de Valdivia y Brisuela,40,183,eldho conprador enla asetaçion desta escritura ade otorgar reconossymi enforma deste dho senso y ade afiansar el seguroyper manençia del prinsipal y reditos sin enbargo deque porqual quier futuro continjente bengan amenos o sepierdan entodo oparte.,Validation,Validation,https://www.wikidata.org/wiki/Q359176,The buyer in the establishment of this deed must grant recognition in this way and ensure the security and permanence of the principal and profits without prejudice to the fact that for whatever future continent they may be lessened or lost in any other way.,订立此契约的买方必须以这种方式给予承认，并确保本金和利润的安全和永久性，但不影响未来任何大陆的本金和利润可能以任何其他方式减少或损失。
223,1658,Nicolas de Valdivia y Brisuela,40,144,deseando como tal desalbar mialma poniendola encarencia desalbaçion por q la muerte no me alle descuidada delo que conbiene a bien de ella y al des cargo mi conciencia.,Invocatio,Invocatio,https://www.wikidata.org/wiki/Q1671839,"Desiring, as such, to unburden my soul by putting it in delight so that death does not leave me neglectful of what is good for it and to relieve my conscience.",因此，希望通过让我的灵魂感到快乐来减轻我的灵魂的负担，这样死亡就不会让我忽视对它有益的事情，并减轻我的良心。
201,1653,Esteban Agreda de Vergara,38,105,ypor no pareser depresente rrenunçio las leyes dela enlatrega yprueba como enellas secontiene delanon numerata peçunia.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049,"and so as not to appear to be present, I renounce the laws of delivery and prove how they contain the numerata peçunia.",为了不显得在场，我放弃了交付法则并证明它们如何包含numerata peçunia。
856,1658,Nicolas de Valdivia y Brisuela,40,246,y paso ante my el capn don nicolasdebal dibia y brisuela alcalde ordinario desta dha siud por falta de escribano puco ny real.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597,"And the captain Don Nicolasdebal Dibia and Brisuela passed before me, the ordinary mayor of this dha siud due to lack of a Puco ny real notary.",船长唐·尼古拉斯德巴尔·迪比亚 (Don Nicolasdebal Dibia) 和布里苏埃拉 (Brisuela) 从我面前经过，他是这个 dha siud 的普通市长，因为缺乏普科尼真正的公证人。
256,1658,Nicolas de Valdivia y Brisuela,40,175,renunçio assy mesmo las leyes del engano queson las dhas y expresadas y todas las demas que enrason de engano ablaren para que no me balgan niapro bechen enjuiçio ni fuera del.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049,"I also renounce the laws of deception, which are those stated and expressed, and all the others that are based on deception, so that they do not harm me either in court or outside of the law.",我还放弃那些明示和明示的欺骗法，以及所有其他基于欺骗的法律，以便它们不会在法庭上或法律外伤害我。
390,1658,Nicolas de Valdivia y Brisuela,40,188,concluyr y pedir restituçiones dequales quieres despojos y tomar poseçiones real y corporal mente.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,conclude and ask for restitutions of what you want spoils and take real and physical possession.,得出结论并要求归还你想要的战利品并获得真正的和实际的占有。
860,1658,Nicolas de Valdivia y Brisuela,40,248,otorgo q doy todo mipoder cumplido el que de dero puedo y es nesso para baler aJua antonio de aregui mi yerno para que en mi nombre y representando mi propria persona asi en esta dha siud como en otra qual quiera parte y lugar que seallare destas pro binçias y las del peru acuda a todos mis negoçios pleytoscausas y cobransas depesos dero plata Rs mercadurias ropa decastilla y delatierra esclabos joyas ganados mayores y menores y todo jenero debienes y hasienda q se medeba o debiere.,Dispositio,Dispositio,https://www.wikidata.org/wiki/Q1149305,I grant that I give all my power fulfilled that which I can and is necessary to bring to Jua Antonio de Aregui my son-in-law so that in my name and representing my own person both in this day and in any other part and place that I indicate in these pro binçias and those of Peru he may attend to all my businesses pleytoscausas and collections of pesos dero silver Rs merchandise clothing from Castile and delatierra slaves jewels major and minor cattle and all types of goods and property that are measured or owed.,我同意，我将尽我所能和必要的全部权力，将我的女婿胡阿·安东尼奥·德·阿雷吉带到我的女婿那里，以便以我的名义并代表我本人，无论是在今天还是在我在这些亲本西亚和秘鲁的亲信中表明的任何其他地方和地点，他都可以参与我的所有业务，包括来自卡斯蒂利亚和德拉蒂拉的比索德罗银卢比商品、服装、珠宝、主要和次要的牛以及所有类型的货物和财产，被测量或被欠。
